date_id,US_Stock_NEM_adj_close,FX_CHFJPY,US_Stock_XOM_adj_close,US_Stock_ALB_adj_close,FX_EURJPY,JPX_Platinum_Standard_Futures_Close,FX_EURAUD,US_Stock_URA_adj_close,FX_CADCHF,US_Stock_OKE_adj_close,US_Stock_EWT_adj_close,US_Stock_IEMG_adj_close,US_Stock_MPC_adj_close,US_Stock_XLB_adj_close,US_Stock_TECK_adj_close,FX_GBPJPY,US_Stock_CCJ_adj_close,US_Stock_EEM_adj_close,FX_ZAREUR,US_Stock_EWY_adj_close,US_Stock_VGK_adj_close,FX_AUDJPY,US_Stock_ENB_adj_close,US_Stock_GLD_adj_close,FX_AUDCHF,US_Stock_IAU_adj_close,US_Stock_VALE_adj_close,US_Stock_EWZ_adj_close,US_Stock_DVN_adj_close,FX_CADUSD,US_Stock_DE_adj_close,FX_NOKEUR,US_Stock_CVX_adj_close,US_Stock_VYM_adj_close,US_Stock_JNK_adj_close,US_Stock_XLE_adj_close,US_Stock_OXY_adj_close,FX_GBPUSD,FX_ZARGBP,US_Stock_VEA_adj_close,US_Stock_VTV_adj_close,US_Stock_IEF_adj_close,FX_ZARJPY,US_Stock_HL_adj_close,US_Stock_ACWI_adj_close,FX_USDJPY,FX_NOKGBP,US_Stock_CAT_adj_close,US_Stock_RIO_adj_close,US_Stock_STLD_adj_close,US_Stock_SLV_adj_close,US_Stock_COP_adj_close,US_Stock_RY_adj_close,US_Stock_MS_adj_close,US_Stock_SPYV_adj_close,LME_CA_Close,US_Stock_EOG_adj_close,FX_EURGBP,JPX_Gold_Standard_Futures_Close,US_Stock_WPM_adj_close,LME_PB_Close,FX_EURCAD,US_Stock_LYB_adj_close,US_Stock_AMP_adj_close,US_Stock_SLB_adj_close,US_Stock_EWJ_adj_close,FX_EURUSD,LME_AH_Close,US_Stock_VGIT_adj_close,US_Stock_VWO_adj_close,FX_NOKCHF,US_Stock_X_adj_close,FX_ZARCHF,FX_ZARUSD,US_Stock_CVE_adj_close,US_Stock_OIH_adj_close,US_Stock_VT_adj_close,FX_GBPNZD,US_Stock_BNDX_adj_close,US_Stock_TIP_adj_close,US_Stock_EFA_adj_close,US_Stock_NUE_adj_close,US_Stock_TRGP_adj_close,US_Stock_VXUS_adj_close,FX_CADJPY,US_Stock_TD_adj_close,FX_NZDCHF,US_Stock_CLF_adj_close,US_Stock_KMI_adj_close,US_Stock_FCX_adj_close,US_Stock_RSP_adj_close,US_Stock_HAL_adj_close,FX_EURNZD,FX_USDCHF,FX_NZDJPY,LME_ZS_Close,FX_NOKJPY,FX_EURCHF,FX_NZDUSD,FX_AUDCAD,US_Stock_SCCO_adj_close,US_Stock_HES_adj_close,FX_AUDUSD,US_Stock_WMB_adj_close,FX_NOKUSD,US_Stock_BKR_adj_close
0,3.4163946493084647,4.7496677151426345,4.095014337872304,4.783912009843327,4.908601904079056,8.139440521874608,0.4320213489178573,2.5597667199974428,-0.25247710392635686,3.5252098628587656,3.1942347109517497,3.865277250030236,3.9672287362451377,3.970505098373793,3.1993912269953024,5.027811173856222,2.243249015647499,3.847780973666589,-2.708255222117582,4.20365924982761,3.8488169295243537,4.476580824244132,3.19766853149038,4.829513017877783,-0.2730864421177754,3.232384174892993,1.993093580944607,3.3089249166601444,3.4223193996174643,-0.22351111885888367,4.953503232850251,-2.282282590656215,4.5256181912286095,4.225599407143882,4.245287244781237,3.9730635407405703,4.120622908741512,0.3071096294178776,-2.8274589324860955,3.5947006340807253,4.482441942924568,4.4971539247354615,2.200346476910422,1.4081536954727842,4.153763751914721,4.720701818025158,-2.401499761168483,4.888203218380752,3.373874145346597,3.6477579355741736,2.785628335747585,3.75322889487694,4.117013991344961,3.7281458393011575,3.258400338023434,8.882530508433623,4.422446148209531,-0.11920930229125207,8.46168048148598,3.0028071872259527,7.851661177889265,0.4114113938571327,4.1264438240821,4.9862005149306565,4.031278733917685,3.9749771470991746,0.18790013422244892,7.725109262996269,3.977061401607368,3.6275624051251287,-2.123351632799324,3.5709373433057716,-2.5493171791168727,-2.5203556049717486,2.134651530794772,6.166040769423159,4.157743371634931,0.6492747047156068,3.7717535342820465,4.5080214170140875,4.053373250999106,4.0374037717592905,3.598812504522543,3.8335705326605716,4.497190498848848,3.751807303816409,-0.3711303502798197,2.0123798399978265,2.5045376937371486,2.89621023631793,4.494188344687153,3.7662339363604778,0.5300651513748248,-0.02896547829301511,4.378536714480499,8.116417072794205,2.6263150620743327,0.15893436260742655,-0.34216500974962144,-0.020609933079818902,3.5533145667683335,3.7558790069272447,-0.24412079320007948,3.0238482879046504,-2.0943846356576756,3.2579657602396717
1,3.407974365941179,4.746974910028536,4.11446413275052,4.785887122734285,4.907290404957038,8.139440521874608,0.4284691413790345,2.5616747710817247,-0.25015253211518773,3.5413621414462115,3.2042372011246587,3.8740303379180507,3.988293067152235,3.9774848501712534,3.1866872879032977,5.024669334650848,2.2422191877076028,3.8573175805492643,-2.697792986649562,4.212450508700136,3.852338816266268,4.478821280295237,3.204371138665319,4.826872699505897,-0.26815399264423573,3.2300135692786567,1.999329039904081,3.3210893940801545,3.433854937673761,-0.22690436431443925,4.958049234623331,-2.276254797748016,4.532881173907614,4.2288536017940705,4.250170980072939,3.987929787324542,4.134316595627726,0.30094275960860467,-2.815162249798843,3.6008703067897265,4.486278536045914,4.498198372887489,2.2095037674476266,1.3721447255154484,4.1588346446865385,4.723726238345619,-2.393637350628631,4.889730139695396,3.377519254307578,3.664338267558064,2.783157673589016,3.7715003738022674,4.123189517502509,3.730824817419138,3.2619544712332758,8.874447967219979,4.437249635142407,-0.11737911724241032,8.46168048148598,2.996057220752931,7.8551570058813445,0.41046856989048525,4.12671010150117,4.981244244450124,4.056980125121885,3.9886506576630367,0.1835641178284827,7.708859601047175,3.9773761946335546,3.637151854903382,-2.1159395647200365,3.5728062059375256,-2.5374723322654273,-2.5142201221253866,2.190557960299841,6.190586270805268,4.164528057967937,0.6449564367022571,3.7724896369279888,4.508987425596032,4.058161098619808,4.050397899339666,3.6157790511149677,3.8405184107753083,4.496821955997866,3.7562109462742215,-0.3672622204558714,2.006037168096423,2.513008079898875,2.8809216907791138,4.499283976621982,3.7840146186039743,0.5275771305360785,-0.02324917984083524,4.379713060423732,8.109826276018477,2.6310356705355478,0.16031535340633238,-0.3440125937951981,-0.01800105110955254,3.5551537568992138,3.7877582587952863,-0.24490487059573732,3.0510912916742687,-2.0926889017654653,3.297509540378317
2,3.419011104293491,4.751434895987675,4.1158483560926395,4.773903168206017,4.913949723542229,8.139440521874608,0.42858510266894057,2.569286094057084,-0.24822292618747155,3.5531771353049018,3.2039692722135262,3.8781249020223814,3.989311770634652,3.9861819762814124,3.2060539751481425,5.029551024948054,2.2524910791819774,3.862256965246574,-2.697199285797973,4.2052387388972745,3.8639854579716912,4.48536448361988,3.2132399732495713,4.831986982668597,-0.2660706245420731,3.2355362657613083,1.9977839891792868,3.3277015298168733,3.445721315541621,-0.22235136517652185,4.963765884096927,-2.2760600140546905,4.529764294978907,4.23325251686511,4.251523509358856,3.9939476334858433,4.13378320034596,0.3039881527695849,-2.8127942401541266,3.6098335411421174,4.492052998313887,4.497723050407865,2.2167530929931623,1.3842923584492175,4.165784215672971,4.725563137294159,-2.391656772768779,4.903370002541117,3.3729590738506223,3.671766356787362,2.7868613815264998,3.7829707095134766,4.136142080764034,3.7459967559976888,3.267429770664079,8.880237805862647,4.43742941106167,-0.11560166657282722,8.46168048148598,3.0010083306543347,7.8582541821860294,0.4107378494102214,4.131508674842041,4.984904409354517,4.0814923249082815,4.000846739106787,0.18838646135620468,7.718685495198466,3.976592776077446,3.6432830594289114,-2.113544492945398,3.5828909635433543,-2.5346810982062813,-2.5088100738695593,2.196368655584127,6.212748971315862,4.170476556089789,0.6383836613749757,3.7726735779570135,4.50925162115512,4.069060941687601,4.0478712121650195,3.624554243557379,3.848791363285423,4.503212108799471,3.767304700555878,-0.3602671023069536,2.029949256080831,2.515645984700024,2.894695729376219,4.502699933935916,3.8061445778993392,0.5227822574786058,-0.025871807567570584,4.3911674300207935,8.120291313968561,2.637890577796425,0.1625150294901699,-0.33439639267687377,-0.01784732015572589,3.550039711381942,3.8115615807141117,-0.2401981578804003,3.0681320017752096,-2.0876753466069395,3.329790885439356
3,3.4226652882773965,4.753389472687909,4.115040581174758,4.785356130651625,4.912255291202907,8.156510226079966,0.4239413659691013,2.569286094057084,-0.24165254072081774,3.5506829108619913,3.2120082972902564,3.886598525087896,3.9988757031622217,3.99416873097784,3.2141366125209223,5.032381188887252,2.253510388346811,3.8708426133578273,-2.6935705392124336,4.218312874002491,3.8707446567941903,4.488313598546001,3.212503565077171,4.830950258623431,-0.2650755366463965,3.2339614622862416,2.0178453542963886,3.3363779321790226,3.4429437488183545,-0.21551770215476856,4.968016547494404,-2.2706601602096717,4.5281228211261775,4.2377462494936795,4.252605355378196,3.9935476913523225,4.128298223651156,0.30512603793794824,-2.813694090239842,3.614611084481842,4.496963401324739,4.496487491332959,2.218688568900242,1.3623089983693792,4.172280436695751,4.727255075389061,-2.3907826277361712,4.919052027382231,3.3700300197151845,3.664120464320647,2.7862450486872667,3.781039222032536,4.1418450061709535,3.7456188913065374,3.2709520127146763,8.870803443982124,4.448365487366623,-0.1201256524416829,8.472195825485501,2.986984119796281,7.8399193600125825,0.40051822577053,4.14533230993502,4.98831674452019,4.088308045729128,4.0035898239535666,0.18500046531216255,7.697348357810335,3.9759644733649218,3.6520987616874114,-2.1117911947250922,3.599129785970258,-2.534706323340606,-2.5085642981386753,2.172931884767175,6.214543896361284,4.176259362589913,0.6378083455759869,3.7726735779570135,4.509075498538099,4.074606032871603,4.057348572535375,3.5856888048146636,3.855463235894345,4.511737198155909,3.77595812050625,-0.35881723701076595,2.0410774615117275,2.512481284222626,2.90276684267613,4.507461431902994,3.80981750746362,0.5176824618292025,-0.026134551685050838,4.394572912446228,8.117908942383155,2.641594892990549,0.15886611609074486,-0.332682227786686,-0.02342319364363971,3.557805040642588,3.8421218644464514,-0.23894143331821713,3.065365606568333,-2.0856608414937527,3.324287539215352
4,3.4216207313030336,4.751549990622341,4.119526485974546,4.827937666596577,4.908757728143284,8.156510226079966,0.42240285122608806,2.557211807371471,-0.23919163573581728,3.560975057354545,3.2093384887209773,3.8872732412046513,3.9995960579818526,3.995599155442855,3.2592074591815385,5.034014133495327,2.2297347911797893,3.8708426133578273,-2.696472482292155,4.219351810672249,3.8679478083112775,4.4863545548884876,3.212257975126605,4.830790667177194,-0.26519546854607917,3.2339614622862416,2.0352545167901623,3.3324009194570667,3.4461834941962386,-0.21631194000124657,4.972932042349154,-2.2687152084864306,4.53303703182785,4.239584228062117,4.251523509358856,3.9995319252894577,4.136846744436143,0.30534417516481527,-2.8217285475335396,3.6141774594099028,4.497979106982181,4.49601247008188,2.2122888722622607,1.3423685965514858,4.173223516073688,4.728670155459054,-2.393976959424476,4.943870652545803,3.39017687837869,3.672201141061123,2.7819200496686656,3.79118330292186,4.137451943256035,3.7414695323137854,3.2722307925460976,8.871365005136852,4.453168694999091,-0.12525601393304853,8.470414413143182,2.972299866570869,7.86480400332846,0.3963994724634252,4.143055358162593,4.998425726421742,4.104481344339016,4.009376550684056,0.1800873962482037,7.684783943522785,3.9753376529378284,3.652306233258067,-2.1115102912053416,3.623004039732694,-2.539257244538082,-2.516384933055122,2.167978837196732,6.232319128087591,4.177307616912875,0.6370201170483025,3.7728574851579584,4.5080214170140875,4.074328912238199,4.062931291516358,3.5885755765296223,3.8549509408011735,4.512357943738404,3.773468733525356,-0.354555762419483,2.038619547159581,2.507719447853157,2.8982352042489974,4.510752907428776,3.8188457493239625,0.5117637835564429,-0.022879756806843073,4.396993889395448,8.12740456269308,2.6400397040702837,0.15720800145294686,-0.3316757581376711,-0.026003170997001827,3.5624768767116257,3.8484291046629027,-0.24231617710302053,3.06905708197218,-2.088627604660111,3.326319369513979
5,3.415083850141167,4.741647854077372,4.115270741104277,4.813205784755279,4.901940329039631,8.156510226079966,0.42366121688606634,2.520748262771584,-0.23745167607357084,3.5583236300909427,3.2079968629706617,3.8850792609406,3.993960532182246,3.994010282738495,3.256406649425256,5.027701343775907,2.2085930440733796,3.869213620688906,-2.6896897897702776,4.21532101201805,3.8695934695052974,4.478279302015443,3.200157729254872,4.826151401137618,-0.2633680681098338,3.229222116922345,2.0292397566423173,3.324636660387338,3.4296325755459094,-0.22102080593323115,5.000419961466552,-2.270098541959747,4.527653950760242,4.241303730723012,4.249087923521849,3.997009166384822,4.132848672523032,0.30248398167952284,-2.815446120122107,3.615044521604575,4.50028400226153,4.491243081664139,2.2122575691166864,1.3598477111049072,4.174436499453074,4.7252172966911825,-2.395863338575651,4.946277378870677,3.3917933015868615,3.6533170412128824,2.7744619666214616,3.7993312372463617,4.138522519195661,3.7491910857775923,3.273829810741239,8.868131713503033,4.444255850792979,-0.12576052134895452,8.46863300080086,2.9451176961543686,7.841885928984623,0.3977440439259168,4.15212907631667,5.010446609629795,4.105816836641617,4.010016853698033,0.17672341640535677,7.674385236301886,3.972978866496449,3.6520987616874114,-2.109801784989495,3.597049212295647,-2.5293853218117994,-2.512960505030577,2.1973356822749484,6.225246905092773,4.17900735010081,0.638528890812657,3.772305662058437,4.504765149414651,4.075435235813849,4.056168370033481,3.5871346162302875,3.855803914991687,4.504196179958763,3.7672792745254,-0.35247520377755315,2.01491635378671,2.5119542108864157,2.8522659785287097,4.5112352600884575,3.815397561042454,0.5127679362552403,-0.016430240191322033,4.389172641042608,8.112227958349724,2.6318432275856183,0.1602923525139819,-0.33604492793057683,-0.025916961800069235,3.556581586099303,3.847857747952359,-0.24693816097992766,3.073651189115232,-2.0933700951777428,3.341273972272146
6,3.421101311016651,4.73614869277074,4.107287111590996,4.794725515843925,4.892464633322962,8.146129510025405,0.42120787131065845,2.529330151089923,-0.24826522468799608,3.5627378326058876,3.1983016199825753,3.8786358042102065,4.0013242586488795,3.9879446176562783,3.27688809629021,5.014613756176923,2.226599975489496,3.86287267640714,-2.6991003705826255,4.2104892194321595,3.865803135221298,4.471256583187707,3.1729491569772383,4.828553708506909,-0.26489175588459685,3.2315945972759756,2.022408120028038,3.3239274928374893,3.4211339869109927,-0.22569179533189532,4.996426154042148,-2.266725792293536,4.5340479060622485,4.239584228062117,4.247188674575987,3.995812531157829,4.124265758337978,0.3010374904989386,-2.821241295875225,3.612443774951036,4.499731889527639,4.490957269864219,2.1933663662248146,1.412863261162035,4.172144757342857,4.713576032913977,-2.3888730953185906,4.942906623170926,3.3978752026648498,3.6739409278745154,2.7738379416402132,3.7944841899475876,4.133517197296572,3.760941942834934,3.273507939187929,8.875287128108384,4.446938523601024,-0.1221495550415872,8.458292083496076,2.9446442212607358,7.843848638152472,0.4045807171497426,4.151085574147174,5.020448981950828,4.115120571837115,4.0164028403757985,0.17888900565847804,7.687997166393016,3.9732930659630137,3.647700625102493,-2.110403968541685,3.6174076196785974,-2.542785793879846,-2.5202064198949525,2.205975068757864,6.228789268619414,4.1757355912709295,0.6284673161005441,3.7712011014921605,4.504412394856838,4.073498791040471,4.073137949799892,3.607533814659984,3.8523897670287357,4.487883760750339,3.7610256818762173,-0.35000296545640885,2.0311962290518415,2.5087859235779435,2.882972226541584,4.508237390454601,3.822282088449466,0.5063180800375819,-0.02257286085239196,4.386146374380698,8.112527763478637,2.6257422909046304,0.15631633310643997,-0.32742964437077066,-0.016627473436539815,3.564701325873612,3.8580988850295634,-0.24231999970132978,3.0742615288437123,-2.0878366824682177,3.3537563070620187
7,3.4340581697089907,4.736661428921767,4.117113374274802,4.807652965905775,4.898199727706458,8.154212694914229,0.4233737861514566,2.5299915452212507,-0.24944260979811236,3.5908889354085054,3.204509116158974,3.8857550025619054,4.011913588242941,4.000985810476242,3.31498568484309,5.015287283461907,2.254539151821966,3.8690090269320594,-2.7012136238432216,4.219870874516255,3.8728787693504185,4.474826097081613,3.18134424432686,4.831827556602097,-0.2618350045502333,3.2339614622862416,2.04496654975665,3.3424270811953773,3.4420129761619305,-0.22489383216246525,5.011589505358517,-2.2665521476857293,4.5639856257488285,4.246218366219464,4.249630311899487,4.016100097850596,4.145189756227669,0.30317468969005296,-2.818306012525845,3.6189343436770645,4.506619762258814,4.491626277522245,2.196983659428942,1.465452061905719,4.179002755979907,4.71211247697945,-2.383632471847368,4.9627837892482916,3.418349440479721,3.6969096258092007,2.7732135270086236,3.8206793485603106,4.135665632183487,3.765935398154049,3.2820872157578687,8.873538080892988,4.474498699929437,-0.11708790231755511,8.460622839927844,2.948913165576395,7.8434564043761155,0.41098186279503574,4.1740318221161745,5.038205713046336,4.1341180072063795,4.023063360217137,0.18608695876177964,7.685013802160735,3.973609047285128,3.6541844843170495,-2.1050137409932153,3.625537550077798,-2.53967545044088,-2.5151349560973855,2.250839064558953,6.25358532039544,4.183051168165491,0.6230122285758418,3.7712011014921605,4.50335338395363,4.0803943759353745,4.090963854062623,3.633446022225023,3.8586960656374645,4.487218173555936,3.7583075642041575,-0.3443864717248835,2.121410877751975,2.525592635059417,2.90176219541219,4.517782738292738,3.8385400686683298,0.5059244325266595,-0.0245488729214127,4.392275101773092,8.12740456269308,2.631650250525329,0.16153789844413313,-0.31983756317259326,-0.012392470450049351,3.577559549854633,3.8900370764624927,-0.23728684787489657,3.0848917583737485,-2.080466066326025,3.3823814674045147
8,3.458223379328062,4.743216953944376,4.123877474160857,4.798928591981521,4.9082984986815985,8.169053149927343,0.4316044785176051,2.533926946205134,-0.2537586987919786,3.596188341556773,3.2120082972902564,3.8956720542381595,4.028432653975607,4.0025654741024175,3.328458215855184,5.025820532542917,2.26063746518628,3.8785468804870566,-2.7153618662976022,4.230063560292035,3.885586623355108,4.47669372137452,3.1876534396394898,4.843872076218154,-0.2665235021169081,3.2472688993694185,2.0509005962462505,3.345437988735914,3.4642848505324118,-0.21954005172458602,5.0225170917991715,-2.2690729504615974,4.57172508184852,4.251789808998789,4.248003692687335,4.0257034145873485,4.154511039890845,0.31682185487794795,-2.8328823988246308,3.62838076186804,4.513824337826922,4.490957269864219,2.1929321558399404,1.447483529432313,4.186610719748664,4.708998546495441,-2.386597335523274,4.969263843096877,3.425831455953828,3.694573213855858,2.7893229212309465,3.8352715423290067,4.141253593089846,3.7827681695708835,3.2880809404964375,8.869257522797287,4.479350694351073,-0.11752194474358232,8.464003362902119,2.9847067148504833,7.837948916025283,0.4188405895325713,4.173862516852224,5.055157952704631,4.145987795373939,4.026220955672031,0.19929993822174968,7.7025561132685825,3.9728226707471026,3.664763487731178,-2.103996563736219,3.6158758718970865,-2.550290327970193,-2.5160630074419212,2.2480972277099247,6.2597751355579545,4.190958437300869,0.6384734420619427,3.7706460596367384,4.5043239102442545,4.090375027366409,4.074296604834955,3.6455726040623806,3.868338584738849,4.489458155569149,3.758988369259084,-0.35586955406652854,2.106545877871844,2.5421215435144116,2.895198976992958,4.524191123404424,3.8349713201839646,0.5209515827599904,-0.03421884338668321,4.387347068531309,8.12666595567228,2.639223744338989,0.1650812938365183,-0.3216512126184094,-0.012764115835772381,3.5741614040866048,3.8867421198391394,-0.23230539310659606,3.0882066179936434,-2.0697764000040872,3.401377365464099
9,3.460854939558348,4.74344457032329,4.120725895450061,4.777818166135314,4.910679804193041,8.17413934342947,0.4325425170862146,2.509104200299608,-0.25481096261008873,3.5972952095189523,3.2129418202818476,3.8929884594725612,4.0239316391576025,3.99669428466017,3.314222857654846,5.027685961752089,2.24466420465931,3.876624004415552,-2.7134598066697535,4.2275536917185335,3.885748829691201,4.47813710779443,3.18815666319983,4.844698425125404,-0.26530759180877483,3.2472688993694185,2.0374147139979137,3.343700931932632,3.4553504734795877,-0.2173590637674471,5.017292013637176,-2.2689182355235618,4.565738655689014,4.250370330763822,4.248139455266572,4.0193339932415135,4.1462105149881054,0.32169356808340405,-2.830455151369295,3.627846637661283,4.512231470412754,4.491195983906147,2.197222577334219,1.4417718845168812,4.185745982768273,4.705992437284784,-2.3859232246173794,4.966348905076623,3.409170604609209,3.6889033798914843,2.7887079150033465,3.825094378403805,4.146149111693391,3.7780288517831364,3.2860331867005197,8.883224230278994,4.469991425297481,-0.11700583775293184,8.470311205516108,2.992183133271182,7.8582541821860294,0.42204621199632003,4.1661985509967225,5.0419943504664735,4.140831511360732,4.026220955672031,0.2046870735520455,7.708410667257367,3.972586420995664,3.662280825288528,-2.1016871506271557,3.6098355908120636,-2.5462247620133316,-2.508773203658842,2.2298971742551155,6.248332177948436,4.1897949643560874,0.6364329033708289,3.771107741781259,4.5051610847362085,4.089898747967856,4.073789623592354,3.6388204684822387,3.86783271704907,4.488633920290938,3.760176793800762,-0.35219214954944317,2.077493414215946,2.53877747198519,2.884192506919162,4.520794821728238,3.8253760557994063,0.5194269262775841,-0.03745163888832314,4.391253040189985,8.138272638530186,2.6417610284681436,0.16723499137548314,-0.31473951237676945,-0.010496900194980948,3.5682170034671805,3.877489161689633,-0.22785588694786044,3.078785160800888,-2.0642298286793164,3.388857476947656
